customer_id,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,call_failures,tariff_plan,status,age_group,complaints,churn
1337,41,0,6098,103,18,17,8,A,Active,30-40,N,0
1338,37,0,5693,100,30,27,10,A,Active,Under 30,N,1
1339,35,0,305,6,7,2,5,A,Inactive,Under 30,N,1
1340,32,0,2535,16,0,12,0,A,Active,30-40,N,0
1341,40,0,3673,86,10,32,2,A,Active,Under 30,N,0
1342,17,0,5793,131,64,27,12,B,Active,Under 30,N,0
1343,34,0,4435,81,0,21,6,A,Active,30-40,N,0
1344,39,3,7170,105,31,28,9,A,Active,Over 40,N,0
1345,34,0,2280,37,275,14,3,A,Active,30-40,N,0
1346,30,1,1495,44,204,16,6,B,Active,Under 30,Y,1
1347,38,2,643,10,11,4,5,A,Active,Over 40,N,0
1348,46,2,2958,74,24,41,13,A,Active,Under 30,N,0
1349,39,3,9420,127,151,45,18,A,Active,30-40,N,0
1350,45,3,7065,102,208,34,13,A,Active,Over 40,N,0
1351,31,3,7270,116,270,34,9,B,Active,Under 30,N,0
1352,36,0,3893,60,0,33,5,A,Active,Under 30,N,0
1353,37,0,2278,52,0,29,3,A,Active,Under 30,N,0
1354,39,0,1180,20,7,13,5,A,Inactive,Under 30,N,0
1355,12,1,2488,36,19,15,0,A,Active,30-40,N,0
1356,36,0,133,2,0,2,0,A,Inactive,30-40,N,1
1357,37,1,6473,72,106,37,6,A,Active,Under 30,N,0
1358,40,0,3143,70,36,34,18,A,Inactive,30-40,N,0
1359,35,1,3400,27,482,9,7,A,Active,30-40,N,0
1360,34,0,323,1,2,2,0,A,Inactive,Over 40,N,1
1361,38,1,11060,149,0,49,6,A,Active,Over 40,N,0
1362,39,1,4313,72,33,39,10,A,Active,Under 30,N,0
1363,37,1,11465,154,11,47,7,A,Active,Over 40,N,0
1364,29,0,3180,65,16,27,2,A,Active,30-40,N,0
1365,39,1,2758,66,366,26,15,A,Active,30-40,N,0
1366,40,2,3145,62,187,27,14,A,Active,Under 30,N,0
1367,39,0,305,9,0,10,1,A,Inactive,30-40,N,0
1368,42,1,3730,86,40,32,11,A,Active,30-40,N,0
1369,42,1,2453,66,367,25,12,A,Active,30-40,N,0
1370,37,0,2453,60,359,24,10,A,Active,30-40,N,0
1371,35,0,3590,51,30,31,13,A,Inactive,30-40,Y,1
1372,15,0,6087,135,78,40,11,B,Active,Under 30,N,0
1373,36,0,1423,22,0,6,0,A,Active,30-40,N,0
1374,39,1,13888,175,32,48,7,A,Active,30-40,N,0
1375,31,3,16265,239,9,83,27,A,Active,Under 30,N,0
1376,38,0,4198,66,1,35,10,A,Active,Under 30,N,0
1377,37,0,1120,17,7,11,5,A,Inactive,Under 30,N,0
1378,36,0,2088,52,0,31,0,A,Active,Under 30,N,0
1379,39,0,2960,61,186,28,8,A,Active,Under 30,N,0
1380,39,0,4073,68,5,38,7,A,Active,Under 30,N,0
1381,26,1,1935,43,27,13,16,A,Active,Under 30,N,0
1382,38,0,1533,23,37,21,9,A,Inactive,Over 40,N,1
1383,35,5,16440,247,12,84,33,B,Active,Under 30,N,0
1384,37,1,11710,157,13,47,9,A,Active,Over 40,N,0
1385,30,0,2008,34,19,25,4,A,Inactive,30-40,Y,1
1386,11,1,4165,36,218,12,0,A,Active,30-40,N,0
1387,38,2,3205,31,12,18,9,A,Active,30-40,N,0
1388,35,1,3595,74,21,23,9,A,Active,30-40,N,0
1389,39,0,900,14,7,6,7,A,Inactive,Under 30,N,0
1390,27,1,1530,38,26,15,15,A,Active,Under 30,N,0
1391,21,1,9193,181,88,46,17,A,Active,Over 40,N,0
1392,24,0,1005,25,9,8,14,A,Inactive,Under 30,N,0
1393,40,1,6195,86,187,25,0,A,Active,30-40,N,0
1394,20,1,2000,32,35,16,7,A,Active,30-40,N,0
1395,40,0,5693,91,10,14,2,A,Active,Under 30,N,0
1396,36,0,10755,143,0,47,1,A,Active,30-40,N,0
1397,40,1,4503,72,8,37,15,A,Active,Under 30,N,0
1398,19,2,6697,147,92,44,21,B,Active,Under 30,N,0
1399,26,0,3100,63,12,26,0,A,Active,30-40,N,0
1400,33,0,2930,38,4,14,6,A,Inactive,Under 30,N,1
1401,38,0,933,13,16,6,5,A,Inactive,Over 40,Y,1
1402,37,0,2970,53,150,21,11,A,Active,Under 30,N,0
1403,29,1,6830,93,7,18,5,A,Active,Over 40,N,0
1404,23,0,950,27,181,7,0,B,Active,Under 30,N,0
1405,18,2,2558,41,17,6,9,A,Active,30-40,N,0
1406,29,0,1263,39,31,67,1,A,Active,Over 40,N,0
1407,34,7,10130,87,0,40,16,A,Active,Over 40,N,0
1408,39,0,0,0,0,0,0,A,Inactive,Under 30,N,0
1409,29,0,1363,13,0,3,0,A,Active,30-40,N,0
1410,35,2,6840,118,275,36,3,B,Active,Under 30,N,0
1411,37,1,4920,88,3,23,8,A,Active,30-40,N,0
1412,36,1,4595,75,7,15,12,A,Active,30-40,N,0
1413,33,0,2685,35,2,14,4,A,Inactive,Under 30,N,1
1414,37,4,15265,223,50,29,28,B,Active,30-40,N,0
1415,23,0,1235,34,183,7,3,B,Active,Under 30,N,0
1416,37,1,2698,63,361,24,12,A,Active,30-40,N,0
1417,33,0,5433,81,0,5,0,A,Active,Under 30,N,0
1418,35,0,6603,111,356,26,0,A,Active,Under 30,N,0
1419,31,1,7010,101,11,20,7,A,Active,Over 40,N,0
1420,46,3,3660,43,505,16,14,A,Active,Over 40,N,0
1421,38,0,2328,62,363,27,7,A,Active,Under 30,N,0
1422,20,3,2600,42,56,31,11,A,Active,30-40,N,0
1423,39,1,935,17,5,13,3,A,Active,Under 30,N,0
1424,37,2,14430,214,29,32,19,A,Active,30-40,N,0
1425,29,2,1375,39,198,13,7,B,Active,30-40,N,0
1426,21,0,1390,26,29,13,0,A,Active,Under 30,N,0
1427,30,0,0,0,0,0,0,A,Inactive,30-40,N,1
1428,43,0,438,14,15,5,7,A,Inactive,30-40,N,1
1429,36,8,10190,90,0,42,19,A,Active,Over 40,N,0
1430,35,3,15445,225,53,33,28,A,Active,30-40,N,0
1431,35,1,15780,186,164,43,8,A,Active,Under 30,N,0
1432,37,0,213,6,8,5,0,A,Active,Over 40,N,0
1433,37,0,6323,100,8,10,7,A,Active,Under 30,N,0
1434,27,0,2930,57,7,10,5,A,Active,30-40,N,0
1435,37,0,2765,44,286,16,5,A,Active,30-40,N,0
1436,35,2,9340,125,141,41,17,A,Active,30-40,N,0
1437,40,0,2735,57,183,27,6,A,Active,Under 30,N,0
1438,37,2,3260,34,39,20,6,A,Active,Over 40,N,0
1439,39,1,2475,45,317,22,4,A,Active,Over 40,N,0
1440,38,1,16195,193,158,30,15,A,Active,Under 30,N,0
1441,14,0,1948,29,3,2,0,A,Active,30-40,N,0
1442,29,0,1180,36,27,17,10,A,Active,Under 30,N,0
1443,39,0,1215,57,31,23,28,A,Inactive,30-40,Y,1
1444,25,0,1903,20,165,8,0,B,Active,Under 30,N,0
1445,18,6,3758,61,59,36,17,B,Active,30-40,N,0
1446,38,0,3170,49,20,21,11,A,Inactive,30-40,Y,1
1447,36,1,0,0,0,0,0,A,Active,Over 40,N,0
1448,34,7,10130,87,0,40,16,A,Active,Over 40,N,0
1449,40,2,4270,89,48,33,18,A,Active,30-40,N,0
1450,38,2,5933,103,24,23,16,A,Active,Under 30,N,0
1451,20,0,0,0,4,0,0,A,Inactive,Over 40,N,0
1452,32,0,1968,46,341,17,3,A,Active,Under 30,N,0
1453,31,0,3145,22,0,15,4,A,Active,30-40,N,0
1454,35,1,3550,33,8,14,7,A,Active,30-40,N,0
1455,41,1,2533,62,369,28,11,A,Active,30-40,N,0
1456,40,0,2353,59,6,16,12,A,Inactive,30-40,Y,0
1457,38,0,2048,53,0,14,7,A,Inactive,30-40,N,0
1458,41,0,2268,50,42,32,11,A,Inactive,Over 40,Y,1
1459,33,2,15780,234,7,67,26,A,Active,Under 30,N,0
1460,38,2,643,10,11,4,5,A,Active,Over 40,N,0
1461,37,0,818,7,7,2,5,A,Inactive,Over 40,N,1
1462,25,0,980,29,17,13,8,A,Active,Under 30,N,0
1463,36,0,1228,17,30,19,4,A,Inactive,Over 40,N,1
1464,9,1,4390,40,215,10,2,A,Active,30-40,N,0
1465,34,0,455,2,0,5,0,A,Inactive,Under 30,N,0
1466,39,1,15545,185,155,32,12,A,Active,Under 30,N,0
1467,34,0,0,0,0,0,0,A,Active,30-40,N,0
1468,32,2,3530,73,23,26,9,A,Active,Over 40,N,0
1469,27,1,1530,38,26,15,15,A,Active,Under 30,N,0
1470,34,0,0,0,0,0,0,A,Active,Over 40,N,0
1471,30,0,3333,74,0,22,0,A,Active,Under 30,N,0
1472,44,2,3355,37,498,14,9,A,Active,30-40,N,0
1473,39,2,15015,227,58,35,22,A,Active,30-40,N,0
1474,36,3,3745,38,28,31,10,A,Active,30-40,N,0
1475,32,0,3638,80,0,24,1,A,Active,Under 30,N,0
1476,43,2,1973,37,15,9,8,A,Active,Over 40,N,0
1477,35,0,2148,54,352,22,5,A,Active,Under 30,N,0
1478,34,1,3820,78,24,24,11,A,Active,30-40,N,0
1479,11,2,1792,25,7,9,8,A,Active,30-40,Y,1
1480,37,0,1115,19,14,6,3,A,Inactive,Under 30,N,0
1481,31,0,15225,172,135,24,4,A,Active,Under 30,N,0
1482,37,1,6908,76,117,40,10,A,Active,Under 30,N,0
1483,34,0,1665,58,24,17,29,A,Inactive,30-40,Y,1
1484,38,2,4798,76,22,50,14,A,Active,Under 30,N,0
1485,30,0,3458,72,0,22,0,A,Active,Under 30,N,0
1486,42,2,1075,23,25,12,10,A,Active,30-40,N,0
1487,39,2,7023,81,115,39,13,A,Active,Under 30,N,0
1488,31,0,0,0,0,0,0,A,Inactive,30-40,N,1
1489,38,4,1243,20,32,19,9,A,Active,Over 40,N,0
1490,31,7,9950,79,0,35,14,A,Active,Over 40,N,0
1491,39,0,1048,19,48,10,5,A,Inactive,Over 40,N,1
1492,35,0,815,11,0,9,0,A,Inactive,Under 30,N,0
1493,36,0,15370,176,118,26,9,A,Active,Under 30,N,0
1494,39,1,11240,150,14,49,3,A,Active,30-40,N,0
1495,42,3,4880,92,14,29,15,A,Active,Over 40,N,0
1496,23,0,0,0,0,0,0,A,Inactive,Over 40,N,0
1497,31,3,15830,235,0,80,23,A,Active,Under 30,N,0
1498,29,4,2220,52,221,28,13,B,Active,30-40,N,0
1499,40,0,583,11,17,8,0,A,Inactive,Over 40,Y,1
1500,34,3,1620,48,208,14,11,B,Active,30-40,N,0
1501,33,0,11385,152,1,43,6,A,Active,30-40,N,0
1502,36,0,2375,55,46,20,9,A,Inactive,30-40,N,0
1503,38,0,2360,39,285,18,4,A,Active,30-40,N,0
1504,35,0,305,6,7,2,5,A,Inactive,30-40,Y,1
1505,42,0,13,5,8,3,0,A,Inactive,30-40,N,0
1506,39,0,1833,49,0,19,8,A,Inactive,30-40,N,0
1507,39,0,4388,66,7,33,15,A,Active,Under 30,N,0
1508,43,0,710,20,21,9,4,A,Inactive,30-40,N,0
1509,35,0,0,0,0,0,0,A,Inactive,Under 30,N,1
1510,40,2,3468,77,374,26,21,A,Active,30-40,N,0
1511,32,0,3938,56,0,29,5,A,Active,Under 30,N,0
1512,35,0,0,0,0,0,0,A,Inactive,Under 30,N,1
1513,37,0,2798,63,3,31,4,A,Active,Under 30,N,0
1514,35,0,1665,44,38,20,3,A,Inactive,30-40,N,0
1515,34,0,1553,20,2,7,0,A,Active,30-40,N,0
1516,36,0,5613,89,0,10,1,A,Active,Under 30,N,0
1517,41,2,14788,186,15,46,18,A,Active,30-40,N,0
1518,42,0,393,12,15,8,5,A,Inactive,30-40,N,1
1519,34,2,6900,103,46,26,3,A,Active,Over 40,N,0
1520,30,0,5353,79,0,4,0,A,Active,Under 30,N,0
1521,35,1,305,6,7,2,5,A,Active,Over 40,N,0
1522,19,1,6168,137,88,44,12,B,Active,Under 30,N,0
1523,41,0,2408,64,367,28,10,A,Active,30-40,N,0
1524,27,1,3340,66,6,22,5,A,Active,30-40,N,0
1525,37,0,1528,43,0,17,3,A,Inactive,30-40,N,0
1526,28,0,1130,16,28,5,5,A,Inactive,Over 40,N,0
1527,34,0,3030,23,9,17,3,A,Active,30-40,N,0
1528,7,0,1182,13,0,5,0,A,Active,Under 30,N,1
1529,38,0,900,15,22,11,4,A,Inactive,30-40,N,0
1530,35,0,538,7,1,1,1,A,Inactive,30-40,N,1
1531,30,0,1828,42,0,25,0,A,Active,Under 30,N,0
1532,33,1,6540,94,12,22,1,A,Active,Over 40,N,0
1533,37,0,7318,126,375,40,1,A,Active,Under 30,N,0
1534,32,1,9115,115,136,42,11,A,Active,30-40,N,0
1535,25,0,710,4,0,1,0,A,Inactive,Over 40,N,0
1536,27,1,1070,33,191,11,2,B,Active,Under 30,Y,0
1537,42,2,11465,160,19,48,9,A,Active,Over 40,N,0
1538,19,4,7298,157,113,59,25,B,Active,Under 30,N,0
1539,31,2,3610,69,25,29,8,A,Active,30-40,N,0
1540,36,2,6625,84,182,23,6,A,Active,30-40,N,0
1541,27,1,1530,38,26,15,15,A,Active,Under 30,N,0
1542,35,0,2698,58,1,34,6,A,Active,Under 30,N,0
1543,33,0,955,47,16,17,23,A,Inactive,Under 30,N,1
1544,40,1,4675,77,12,19,13,A,Active,30-40,N,0
1545,40,0,3480,78,18,15,12,A,Active,30-40,N,0
1546,13,3,2673,37,20,14,6,A,Active,30-40,N,0
1547,23,0,335,16,0,3,3,A,Inactive,Under 30,N,0
1548,36,4,15435,229,68,45,24,B,Active,30-40,N,0
1549,36,0,2780,53,175,23,6,A,Active,Under 30,N,0
1550,17,1,9237,177,80,42,17,A,Active,Over 40,N,0
1551,30,0,1883,36,17,25,3,A,Inactive,30-40,N,1
1552,41,0,890,22,24,13,4,A,Inactive,30-40,N,0
1553,44,2,4583,74,18,41,16,A,Active,Under 30,N,0
1554,42,0,485,14,18,7,7,A,Inactive,Under 30,N,1
1555,35,1,2915,19,472,3,2,A,Active,30-40,N,0
1556,18,2,9947,188,88,42,23,A,Active,Over 40,N,0
1557,10,2,2197,30,8,7,9,A,Active,30-40,N,1
1558,20,0,2740,47,0,16,0,A,Active,30-40,N,0
1559,40,0,2223,48,42,35,9,A,Inactive,30-40,N,1
1560,34,3,15770,238,1,79,22,A,Active,Under 30,N,0
1561,39,2,6805,92,193,28,8,A,Active,30-40,N,0
1562,25,0,395,19,3,5,6,A,Inactive,Under 30,N,0
1563,13,0,8627,165,66,38,7,A,Active,Over 40,N,0
1564,20,0,1225,26,11,12,8,A,Active,Under 30,N,0
1565,35,0,2393,57,354,22,7,A,Active,Under 30,N,0
1566,13,1,9158,175,70,38,16,A,Active,Over 40,N,0
1567,28,1,1628,42,35,70,7,A,Active,Over 40,N,0
1568,46,0,2803,70,30,25,19,A,Inactive,Over 40,N,0
1569,37,0,595,8,0,4,2,A,Inactive,Under 30,N,0
1570,24,1,1135,28,182,6,2,B,Active,Under 30,N,0
1571,21,0,3145,59,0,19,1,A,Active,30-40,N,0
1572,34,1,305,6,7,2,5,A,Active,Over 40,N,0
1573,40,2,9295,129,155,48,15,A,Active,30-40,N,0
1574,32,0,1975,24,0,14,0,A,Inactive,Under 30,N,1
1575,32,0,1185,39,28,14,18,A,Inactive,30-40,N,0
1576,39,1,15600,187,148,29,12,A,Active,Under 30,N,0
1577,42,2,11950,168,29,54,14,A,Active,Over 40,N,0
1578,28,0,955,41,8,16,21,A,Inactive,Under 30,Y,1
1579,37,2,9115,121,144,43,13,A,Active,30-40,N,0
1580,3,0,4130,30,200,4,0,A,Active,30-40,N,0
1581,32,0,2710,19,466,2,0,A,Active,30-40,N,0
1582,37,1,2518,56,7,30,6,A,Active,Under 30,N,0
1583,24,0,765,7,16,1,0,A,Inactive,Over 40,Y,1
1584,27,0,890,26,19,10,13,A,Inactive,Under 30,N,0
1585,27,1,1683,45,62,72,4,A,Active,Over 40,N,0
1586,44,2,7813,139,399,46,10,A,Active,30-40,N,0
1587,35,1,11690,158,8,45,11,A,Active,Over 40,N,0
1588,35,1,14125,208,22,30,14,A,Active,Under 30,N,0
1589,8,0,8627,159,58,37,5,A,Active,Over 40,N,0
1590,41,3,4195,94,71,34,16,A,Active,30-40,N,0
1591,36,1,2688,62,16,46,2,A,Active,Under 30,N,0
1592,7,0,0,0,0,0,0,A,Active,Under 30,N,1
1593,39,0,1620,48,46,24,3,A,Inactive,30-40,N,0
1594,29,0,1005,31,17,9,16,A,Inactive,30-40,N,0
1595,40,3,7138,87,147,43,13,A,Active,30-40,N,0
1596,35,2,6900,102,12,21,6,A,Active,Over 40,N,0
1597,35,0,2673,49,35,29,10,A,Inactive,30-40,Y,1
1598,37,0,7698,128,393,46,5,A,Active,Under 30,N,0
1599,7,0,4085,34,208,8,0,A,Active,30-40,N,0
1600,38,2,4970,81,26,32,12,A,Active,30-40,N,0
1601,14,0,5973,129,46,36,11,B,Active,Under 30,N,0
1602,27,0,700,12,25,6,0,A,Inactive,Over 40,N,0
1603,35,0,660,43,7,4,24,A,Inactive,30-40,N,1
1604,38,0,2393,58,2,33,3,A,Active,Under 30,N,0
1605,7,0,1428,16,0,5,0,A,Active,30-40,N,1
1606,32,0,2535,16,0,12,0,A,Active,30-40,N,0
1607,28,0,2580,12,0,8,0,A,Active,30-40,N,0
1608,30,0,0,0,0,0,0,A,Inactive,Under 30,N,1
1609,45,2,4675,83,20,20,15,A,Active,30-40,N,0
1610,33,0,3215,45,7,14,13,A,Inactive,30-40,Y,1
1611,39,0,305,6,7,2,5,A,Inactive,Under 30,N,1
1612,29,0,6153,59,86,29,0,A,Active,Under 30,N,0
1613,26,1,6400,100,249,25,0,B,Active,Under 30,N,0
1614,37,3,7145,124,282,38,8,B,Active,Under 30,N,0
1615,41,1,2790,27,484,7,1,A,Active,30-40,N,0
1616,16,0,6278,135,53,38,16,B,Active,Under 30,N,0
1617,33,0,2573,44,33,32,12,A,Inactive,30-40,N,1
1618,33,1,6975,98,23,25,5,A,Active,Over 40,N,0
1619,43,3,6123,110,41,27,20,A,Active,30-40,N,0
1620,40,0,2013,50,11,19,5,A,Inactive,30-40,N,0
1621,35,0,3355,54,0,15,0,A,Active,Under 30,N,0
1622,22,0,805,20,0,7,5,A,Active,Under 30,N,0
1623,41,2,6798,77,118,41,9,A,Active,Under 30,N,0
1624,42,0,2193,58,16,21,9,A,Inactive,30-40,Y,0
1625,30,0,0,0,0,0,0,A,Inactive,Under 30,N,1
1626,38,1,1728,28,5,8,4,A,Active,Over 40,N,0
1627,35,0,305,6,7,2,5,A,Inactive,Over 40,N,1
1628,31,0,7123,119,367,37,0,A,Active,Under 30,N,0
1629,35,0,1958,53,343,19,3,A,Active,Under 30,N,0
1630,37,1,4325,83,27,27,2,A,Active,30-40,N,0
1631,28,1,910,31,175,13,3,B,Active,Under 30,N,0
1632,34,0,2563,48,48,44,8,A,Inactive,30-40,Y,1
1633,33,2,6850,110,239,29,6,B,Active,Under 30,N,0
1634,31,1,1568,45,38,69,6,A,Active,Over 40,N,0
1635,34,0,6080,74,147,20,0,A,Active,30-40,N,0
1636,36,1,6310,86,211,28,0,A,Active,30-40,N,0
1637,5,0,4310,38,205,6,1,A,Active,30-40,N,0
1638,31,0,6480,91,7,20,0,A,Active,Over 40,N,0
1639,36,0,4065,65,0,15,3,A,Active,Under 30,N,0
1640,35,3,7155,116,246,31,11,B,Active,Under 30,N,0
1641,35,1,9055,118,139,41,10,A,Active,30-40,N,0
1642,34,1,6380,92,0,24,2,A,Active,Over 40,N,0
1643,36,2,11590,152,7,44,10,A,Active,Over 40,N,0
1644,31,1,1485,42,34,19,15,A,Active,Under 30,N,0
1645,39,0,2353,60,40,21,9,A,Inactive,30-40,Y,0
1646,33,0,765,46,7,14,21,A,Inactive,Under 30,N,1
1647,32,0,15485,176,142,29,7,A,Active,Under 30,N,0
1648,44,3,3480,35,500,14,10,A,Active,Over 40,N,0
1649,33,3,7385,107,35,37,7,A,Active,Over 40,N,0
1650,36,0,2790,21,476,6,0,A,Active,30-40,N,0
1651,38,0,4560,72,14,20,10,A,Active,30-40,N,0
1652,37,0,2695,37,7,3,10,A,Inactive,30-40,N,1
1653,31,0,15100,174,133,24,3,A,Active,Under 30,N,0
1654,35,0,0,0,0,0,0,A,Inactive,Under 30,N,1
1655,43,2,4260,96,50,35,18,A,Active,30-40,N,0
1656,33,0,653,8,0,4,0,A,Active,30-40,N,0
1657,30,0,775,39,5,12,21,A,Inactive,Under 30,Y,1
1658,29,0,0,0,0,0,0,A,Inactive,30-40,N,1
1659,22,2,6392,147,93,43,18,B,Active,Under 30,N,0
1660,37,2,3855,39,15,16,12,A,Active,30-40,N,0
1661,39,0,1643,24,24,6,11,A,Inactive,Over 40,N,1
1662,39,1,2948,67,375,29,17,A,Active,30-40,N,0
1663,45,0,2543,66,23,20,16,A,Inactive,Over 40,N,0
1664,34,3,6775,115,262,30,4,B,Active,Under 30,N,0
1665,36,1,3145,28,7,16,6,A,Active,30-40,N,0
1666,25,0,6220,81,0,14,0,A,Active,Over 40,N,0
1667,32,0,1903,35,22,27,1,A,Inactive,30-40,N,1
1668,35,0,6385,81,188,27,0,A,Active,30-40,N,0
1669,29,0,2730,31,0,10,4,A,Inactive,Under 30,N,1
1670,34,0,0,0,0,0,0,A,Inactive,Under 30,N,1
1671,37,0,15295,181,141,27,7,A,Active,Under 30,N,0
1672,16,3,1792,31,15,10,10,A,Active,30-40,N,1
1673,41,3,7350,113,36,30,13,A,Active,Over 40,N,0
1674,36,2,9520,126,145,41,14,A,Active,30-40,N,0
1675,33,2,14655,211,36,25,18,A,Active,30-40,N,0
1676,14,4,3148,49,45,32,7,A,Active,30-40,N,0
1677,44,0,2623,62,25,23,15,A,Inactive,30-40,Y,0
1678,28,1,1873,45,37,70,9,A,Active,Over 40,N,0
1679,37,0,0,0,0,0,0,A,Inactive,30-40,N,1
1680,34,7,9940,86,0,37,14,A,Active,Over 40,N,0
1681,36,1,338,4,4,2,0,A,Active,Over 40,N,0
1682,42,0,2318,56,18,21,10,A,Inactive,30-40,N,0
1683,34,0,0,0,0,0,0,A,Inactive,Under 30,N,1
1684,26,0,605,25,168,11,0,B,Active,Under 30,N,0
1685,36,0,5423,88,0,7,0,A,Active,Under 30,N,0
1686,44,3,4900,91,19,31,13,A,Active,30-40,N,0
1687,27,1,1340,37,17,12,13,A,Active,Under 30,N,0
1688,37,1,5413,93,8,26,12,A,Active,Under 30,N,1
1689,34,0,1363,19,0,4,0,A,Active,30-40,N,0
1690,44,2,2758,72,374,27,17,A,Active,30-40,N,0
1691,38,0,438,8,7,4,5,A,Inactive,30-40,N,1
1692,33,0,6353,66,96,33,0,A,Active,Under 30,N,0
1693,35,0,1665,44,38,20,3,A,Inactive,30-40,N,0
1694,35,1,6725,90,183,24,7,A,Active,30-40,N,0
1695,38,5,15740,235,75,47,29,A,Active,30-40,N,0
1696,43,2,11725,164,26,53,12,A,Active,Over 40,N,0
1697,38,0,5918,95,7,12,6,A,Active,30-40,N,0
1698,11,2,2368,31,13,12,1,A,Active,30-40,N,0
1699,36,0,3470,76,25,26,6,A,Active,Under 30,N,0
1700,37,0,630,11,0,11,0,A,Active,Under 30,N,0
1701,11,2,4695,46,222,12,7,A,Active,30-40,N,0
1702,43,4,9500,129,161,49,19,A,Active,30-40,N,0
1703,29,2,1988,51,69,74,9,A,Active,Over 40,N,0
1704,40,1,4258,69,6,37,13,A,Active,Under 30,N,0
1705,36,0,3715,79,27,26,8,A,Active,30-40,N,0
1706,26,0,0,0,0,0,0,A,Inactive,Under 30,N,0
1707,44,0,1180,26,15,14,7,A,Inactive,30-40,N,0
1708,45,2,3018,76,381,32,20,A,Active,30-40,N,0
1709,38,0,4370,71,5,17,8,A,Active,30-40,N,0
1710,39,2,6560,89,191,28,6,A,Active,30-40,N,0
1711,38,1,4023,88,9,30,7,A,Active,30-40,N,0
1712,32,0,263,1,0,1,0,A,Inactive,30-40,N,1
1713,37,0,3313,77,0,30,1,A,Active,30-40,N,0
1714,37,3,7100,96,207,41,7,A,Active,30-40,N,0
1715,29,0,1840,27,36,5,11,A,Inactive,Over 40,N,0
1716,24,0,0,0,0,0,0,A,Inactive,Over 40,N,0
1717,29,1,1020,32,179,2,5,B,Active,30-40,N,0
1718,31,0,5818,92,18,23,11,A,Active,Under 30,N,1
1719,39,3,9175,124,149,45,16,A,Active,30-40,N,0
1720,41,2,365,9,12,4,8,A,Active,30-40,N,1
1721,18,4,3157,51,38,21,13,A,Active,30-40,N,0
1722,41,1,3470,82,33,27,8,A,Active,30-40,N,0
1723,24,1,1955,36,43,20,7,A,Active,30-40,N,0
1724,34,1,6043,102,23,22,17,A,Active,Under 30,N,0
1725,28,0,295,20,0,9,10,A,Inactive,30-40,N,0
1726,17,1,9047,176,71,39,15,A,Active,Over 40,N,0
1727,37,0,613,9,21,17,0,A,Inactive,Under 30,N,0
1728,32,0,1485,36,27,15,1,A,Inactive,30-40,N,0
1729,10,0,8932,165,65,39,10,A,Active,Over 40,N,0
1730,32,0,0,0,0,0,0,A,Inactive,Over 40,N,1
1731,40,2,4820,89,9,27,12,A,Active,30-40,N,0
1732,41,3,4935,95,41,31,12,A,Active,Over 40,N,0
1733,39,1,15790,188,157,32,14,A,Active,Under 30,N,0
1734,17,0,1580,20,0,10,2,A,Active,Under 30,N,0
1735,37,2,1320,56,28,21,31,A,Active,30-40,Y,1
1736,16,0,0,0,0,0,0,A,Active,Under 30,N,0
1737,36,0,1280,19,1,9,1,A,Inactive,Under 30,N,0
1738,4,0,1003,5,0,4,0,A,Active,Under 30,N,1
1739,44,0,305,12,15,3,7,A,Inactive,30-40,N,1
1740,32,6,10070,84,0,38,13,A,Active,Over 40,N,0
1741,25,0,1378,39,55,70,0,A,Active,Over 40,N,0
1742,40,0,13478,165,7,31,8,A,Active,30-40,N,0
1743,20,1,1755,29,33,16,5,A,Active,Under 30,N,0
1744,37,1,6718,75,108,37,8,A,Active,Under 30,N,0
1745,34,1,3075,57,189,36,5,A,Active,Under 30,N,0
1746,31,3,16320,241,7,80,27,A,Active,Under 30,N,0
1747,36,8,10435,93,1,42,21,B,Active,Over 40,Y,0
1748,23,0,553,22,0,66,0,A,Active,Over 40,N,0
1749,35,0,1450,54,32,22,30,A,Inactive,30-40,Y,1
1750,40,1,4503,72,8,37,15,A,Active,Under 30,N,0
1751,34,0,1963,38,27,29,4,A,Inactive,30-40,N,1
1752,43,2,5000,97,20,32,14,A,Active,30-40,N,0
1753,24,0,1073,32,14,63,0,A,Active,Over 40,N,0
1754,32,0,1245,32,0,14,0,A,Inactive,30-40,N,0
1755,37,3,7318,85,129,52,12,A,Active,Under 30,N,0
1756,27,1,15710,229,0,76,17,A,Active,Under 30,N,0
1757,36,0,0,0,0,0,0,A,Inactive,30-40,N,1
1758,6,0,472,2,0,5,0,A,Active,Under 30,N,1
1759,28,2,3645,73,47,29,7,A,Active,Over 40,N,0
1760,35,0,1378,41,0,31,0,A,Active,Under 30,N,0
1761,40,2,3155,30,488,10,7,A,Active,30-40,N,0
1762,40,2,5898,100,36,28,14,A,Active,Under 30,N,1
1763,36,0,2868,54,55,46,13,A,Inactive,30-40,Y,1
1764,35,0,0,0,25,0,0,A,Inactive,30-40,N,1
1765,34,0,1790,42,34,17,6,A,Inactive,30-40,N,0
1766,10,2,4505,46,247,14,2,A,Active,30-40,N,0
1767,42,0,2653,52,51,37,15,A,Inactive,Over 40,Y,1
1768,33,1,6785,97,14,22,3,A,Active,Over 40,N,0
1769,38,0,2685,41,10,15,6,A,Inactive,30-40,Y,1
1770,33,0,3085,53,174,24,9,A,Active,Under 30,N,0
1771,25,0,820,29,177,6,0,B,Active,Under 30,N,0
